NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT05671575,Study The Knowledge and Attitude Towards Epilepsy Among Relatives of People With Epilepsy and Their Impact on The Patient's Quality of Life,https://clinicaltrials.gov/study/NCT05671575,NO,Epilepsy,OTHER: Questionnaire about Epilepsy,ALL,"CHILD, ADULT, OLDER_ADULT",,"Sohag university hospital, Sohag, 82611, Egypt"
NCT05450822,Precision Medicine in the Treatment of Epilepsy,https://clinicaltrials.gov/study/NCT05450822,NO,Epilepsy,DRUG: Levetiracetam|DRUG: Levetiracetam Tablets|DRUG: Lamotrigine tablet,ALL,"CHILD, ADULT",,"Neurobiology Research Unit, Rigshospitalet, Copenhagen, 2100, Denmark"
NCT05698537,Risk Factors and Etiologies of Epilepsy in Urban and Rural Rwanda,https://clinicaltrials.gov/study/NCT05698537,NO,Epilepsy,DIAGNOSTIC_TEST: EEG|DIAGNOSTIC_TEST: Neuroimaging|DIAGNOSTIC_TEST: Blood sample|OTHER: Risk factor questionnaire,ALL,"CHILD, ADULT, OLDER_ADULT",,"King Faisal Hospital, Kigali, Rwanda"
NCT04266990,Olfactive Discriminative Ability of Dogs When Confronted With Seizure and Non-seizure Samples // Identification of Potential Biomarkers for Epilepsy in Human Sweat.,https://clinicaltrials.gov/study/NCT04266990,NO,Epilepsy,OTHER: Planned Sweat collection|OTHER: Spontaneous Sweat collection|OTHER: Healthy volunteers sweat collection,ALL,"ADULT, OLDER_ADULT",NA,"UZ Gent, Gent, Belgie, 9000, Belgium"
NCT04526418,Evaluation of the 24/7 EEG SubQ System for Ultra Long-Term Recording of Patients With Temporal Lobe Epilepsy,https://clinicaltrials.gov/study/NCT04526418,NO,Epilepsy,DEVICE: 24/7 EEG™ SubQ system,ALL,"ADULT, OLDER_ADULT",NA,"Mayo Clinic, Phoenix, Arizona, 85054, United States|University of California, Los Angeles, California, 90095, United States|Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|University of Pennsylvenia, Philadelphia, Pennsylvania, 19104, United States|Universität Klinikum Freibrug, Freiburg, 79106, Germany|Walton Centre NHS Foundation Trust, Fazakerley, Liverpool, L9 7LJ, United Kingdom"
NCT04705441,Self-management for People With Epilepsy,https://clinicaltrials.gov/study/NCT04705441,NO,Epilepsy,BEHAVIORAL: SMART 2,ALL,"ADULT, OLDER_ADULT",NA,"University of Iowa, Iowa City, Iowa, 52242, United States|Case Western Reserve University, Cleveland, Ohio, 44106, United States"
NCT03582345,Investigation of Human Epileptic Networks by fMRI,https://clinicaltrials.gov/study/NCT03582345,NO,Epilepsy,PROCEDURE: EEG/fMRI,ALL,"ADULT, OLDER_ADULT",NA,
NCT05934786,Rehabilitation of Cognition and Psychosocial Well-being in Epilepsy,https://clinicaltrials.gov/study/NCT05934786,NO,Epilepsy,BEHAVIORAL: Cognitive rehabilitation,ALL,"ADULT, OLDER_ADULT",NA,
NCT05082181,Telephone-Based Support Programs for People With Epilepsy,https://clinicaltrials.gov/study/NCT05082181,NO,Epilepsy,BEHAVIORAL: UPLIFT (Using Practice and Learning to Increase Favorable Thoughts)|BEHAVIORAL: BOOST (Bringing Out Our Strength Together),ALL,"ADULT, OLDER_ADULT",NA,"NYU Langone Health, New York, New York, 10016, United States"
NCT05683847,User Controlled Follow-up of Epilepsy,https://clinicaltrials.gov/study/NCT05683847,NO,Epilepsy,OTHER: User controlled epilepsy follow-up by means of patient reported outcome measures (PROM),ALL,"ADULT, OLDER_ADULT",,"Drammen Hospital, Drammen, 3004, Norway"
NCT05384782,Computational Decision Support in Epilepsy Using Retrospective EEG,https://clinicaltrials.gov/study/NCT05384782,NO,Epilepsy,,ALL,"ADULT, OLDER_ADULT",,"Cornwall Partnership NHS Foundation Trust, Bodmin, Cornwall, PL31 2QN, United Kingdom"
NCT00236847,A Study of the Efficacy and Safety of Topiramate in the Treatment of Patients With Epilepsy.,https://clinicaltrials.gov/study/NCT00236847,NO,"Epilepsy|Epilepsies, Partial|Seizures",DRUG: topiramate,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT05898438,The Role of Gut Microbiota in Children With Epilepsy Following Ketogenic Diet,https://clinicaltrials.gov/study/NCT05898438,NO,Epilepsy,,ALL,"CHILD, ADULT",,"Attikon Athens University Hospital, Athens, Haidari, 12462, Greece"
NCT06139198,Self-management Intervention for Reducing Epilepsy Burden Among Ugandans With Epilepsy.,https://clinicaltrials.gov/study/NCT06139198,NO,Epilepsy,BEHAVIORAL: Self-MAnagement intervention for Reducing The epilepsy burden among Ugandans,ALL,"ADULT, OLDER_ADULT",NA,
NCT06052605,Healthy Aging in People With Epilepsy Program,https://clinicaltrials.gov/study/NCT06052605,NO,Epilepsy,BEHAVIORAL: Healthy Aging in People with Epilepsy Program,ALL,"ADULT, OLDER_ADULT",NA,"University of Califonia, San Diego, San Diego, California, 92093, United States"
NCT05200455,Microelectrodes in Epilepsy,https://clinicaltrials.gov/study/NCT05200455,YES,Epilepsy,DEVICE: Microelectrodes,ALL,"ADULT, OLDER_ADULT",NA,"Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, 03756, United States"
NCT04944641,"Epilepsy Prevalence and Intervention Study in Zhejiang Province, China",https://clinicaltrials.gov/study/NCT04944641,NO,Epilepsy,BEHAVIORAL: education on epilepsy|DRUG: routine and proper antiepileptic drugs,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"2nd Affiliated Hospital, School of Medicine, Zhejiang University, China, Hangzhou, Zhejiang, China|Shengzhou People's Hospital, Shengzhou, China"
NCT01281956,PRX-00023 Therapy in Localization-Related Epilepsy,https://clinicaltrials.gov/study/NCT01281956,YES,"Epilepsy|Epilepsy, Temporal Lobe|Partial Epilepsy",DRUG: PRX-00023|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States"
NCT06346262,Seizure Rescue Medication (RM) as Part of a Comprehensive Epilepsy Self-management Package of Care,https://clinicaltrials.gov/study/NCT06346262,NO,Epilepsy,BEHAVIORAL: SMART RM|DRUG: Valtoco Nasal Product,ALL,"ADULT, OLDER_ADULT",PHASE4,"University Hospitals Medical Center, Cleveland, Ohio, 44106, United States"
NCT04692701,Pulvinar Stimulation in Epilepsy: a Pilot Study,https://clinicaltrials.gov/study/NCT04692701,NO,Epilepsy,DEVICE: Pulvinar deep brain stimulation,ALL,ADULT,NA,"Service de Neurologie, Nice, 13385, France"
NCT05335187,Hybrid Micro-macro Electrodes in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT05335187,NO,Epilepsy,DEVICE: micro-macro electrode implantation,ALL,"ADULT, OLDER_ADULT",NA,"Hôpitaux Universitaires de Genève, Genève, CH, 1205, Switzerland"
NCT01273129,Surgery as a Treatment for Medically Intractable Epilepsy,https://clinicaltrials.gov/study/NCT01273129,NO,"Epilepsy|Epilepsy, Temporal Lobe|Partial Epilepsy",,ALL,"CHILD, ADULT, OLDER_ADULT",,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States"
NCT02952456,Phenomenological Approach of Epilepsy in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT02952456,NO,Epilepsy,OTHER: interview with a psychologist,ALL,"CHILD, ADULT, OLDER_ADULT",,"Uhmontpellier, Montpellier, 34295, France"
NCT04559919,Prospective Regional Epilepsy Database,https://clinicaltrials.gov/study/NCT04559919,NO,Epilepsy,OTHER: Seizure status|DIAGNOSTIC_TEST: Tests|OTHER: Epilepsy|OTHER: Demographics and psychosocial|OTHER: Health care,ALL,"ADULT, OLDER_ADULT",,"Södra Älvsborgs Sjukhus, Borås, Sweden|Sahlgrenska University Hospital, Gothenburg, 41345, Sweden|Sjukhusen i Väster, Gothenburg, Sweden"
NCT06082999,Gene-STEPS: Shortening Time of Evaluation in Paediatric Epilepsy Services,https://clinicaltrials.gov/study/NCT06082999,NO,Epilepsy,,ALL,CHILD,,"Boston Children's Hospital, Boston, Massachusetts, 02115, United States|Murdoch Childrens Research Institute, Parkville, Victoria, 3052, Australia|The Hospital for Sick Children, Toronto, Ontario, M5G 1X8, Canada|UCL Great Ormond Street Institute of Child Health, London, WC1N 1DZ, United Kingdom"
NCT00594945,Study of Intranasal Clonazepam in Adult Subjects With Epileptic Seizures,https://clinicaltrials.gov/study/NCT00594945,YES,Epilepsy,DRUG: Clonazepam,ALL,"ADULT, OLDER_ADULT",PHASE2,"Clinical Trials. inc., Little Rock, Arkansas, 72205, United States|Mid-Atlantic Epilepsy & Sleep Center, Bethesda, Maryland, 20817, United States|Columbia Comprehensive Epilepsy Center, Neurological Institute, New York, New York, 10032, United States|Ohio State University, Columbus, Ohio, 43210, United States|Neurological Clinic of Texas, PA, Dallas, Texas, 75232, United States|Tampere University Hospital, Tampere, 33521, Finland"
NCT05637086,Clinical Study Evaluating Safety of Pentoxifylline in Patients With Grand-Mal Epilepsy Treated by Phenytoin Monotherapy,https://clinicaltrials.gov/study/NCT05637086,NO,Epilepsy,DRUG: Phenytoin|DRUG: Pentoxifylline 400 MG,ALL,"ADULT, OLDER_ADULT",PHASE2,"Mansoura University, Mansoura, 35516, Egypt"
NCT06202196,Risk Prevention Program and Therapeutic Patient Education Program of Patients With Uncontrolled Epilepsy,https://clinicaltrials.gov/study/NCT06202196,NO,Epilepsy,PROCEDURE: Risk prevention session|PROCEDURE: Usual Therapeutic Patient Education (TPE) management,ALL,ADULT,NA,"CHU Gui de Chauliac, Montpellier, France"
NCT05096871,Association of Brain Derived Neurotrophic Factor (BDNF) rs6265 Gene Polymorphism With Susceptibility to Epilepsy,https://clinicaltrials.gov/study/NCT05096871,NO,Epilepsy,GENETIC: Genotyping by Real Time PCR,ALL,CHILD,,
NCT05325047,Preoperative Speech Rehabilitation in Drug-Resistant Temporal Epilepsy: A Case Study,https://clinicaltrials.gov/study/NCT05325047,NO,Epilepsy,PROCEDURE: Intensive speech rehabilitation,ALL,"ADULT, OLDER_ADULT",NA,"CHU Bordeaux, Bordeaux, 33000, France"
NCT00537940,Comparative Study Of Pregabalin And Gabapentin As Adjunctive Therapy In Subjects With Partial Seizures,https://clinicaltrials.gov/study/NCT00537940,YES,"Epilepsy|Partial Seizure Disorder|Epilepsies, Partial|Complex Partial Seizure Disorder",DRUG: Pregabalin|DRUG: Gabapentin,ALL,"ADULT, OLDER_ADULT",PHASE4,"Hospital Clinica Biblica, San Jose, Costa Rica|Instituto de Neurociencias, San Salvador, 01503, El Salvador|Clinica de Especialidades Neurologicas, San Salvador, El Salvador|Private Office, Guatemala Ciudad, 01014, Guatemala|Private Office, Guatemala, Guatemala|Clinica Anglo Americana, Lima, 27, Peru|Torre de Consultorios Clinica Anglo Americana, Lima, L-27, Peru|Hospital Nacional Guillermo Almenara Irigoyen - Essalud, Lima, L13, Peru"
NCT00706160,Language Mapping in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00706160,NO,"Epilepsy|Epilepsy, Temporal Lobe|Partial Epilepsy",,ALL,"CHILD, ADULT",,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States"
NCT04876820,Impact of Pharmaceutical Interviews on the Medication Adherence of Epileptic Patients,https://clinicaltrials.gov/study/NCT04876820,NO,Epilepsy,OTHER: Pharmacist intervention|OTHER: Standard of care,ALL,"ADULT, OLDER_ADULT",NA,"Hopital Roger Salengro, CHU Lille, Lille, 59037, France"
NCT00522418,Study Comparing Best Medical Practice With or Without VNS Therapy in Pharmacoresistant Partial Epilepsy Patients,https://clinicaltrials.gov/study/NCT00522418,YES,Epilepsy|Partial Epilepsy,DEVICE: Vagal Nerve Simulation (VNS) Therapy|DRUG: Best Medical Practive,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,"ULB-Hôpital Erasme, Centre de référence pour le traitement de l'épilepsie réfractaire - Neurologie, Brussels, 1070, Belgium|UZ Gent, Department of Neurology, 1K12/A, Gent, 9000, Belgium|Foothills Hospital, Neurology Department, Calgary, Alberta, T1Y6J4, Canada|QEII Health Sciences Centre, Halifax, Nova Scotia, B3H 3A7, Canada|Hopital Notre Dame, Montreal, Quebec, H2L 4M1, Canada|Montreal Neurological Institute, Clinical Research, Montreal, Quebec, H3A 2B4, Canada|CHU Grenoble, Neurology Department, Grenoble, 38043, France|Hopital Roger Salengro, Service de Neurologie, Lille, 59037, France|Hôpital Neurologique, Untité d'épileptologie, Lyon, 69003, France|Hôpital Gui De Chauliac, Service Explorations Neurologiques et Epileptologie, Montpellier, 34295, France|Hôpital Sainte-Anne, Service de Neurochirurgie, Paris, 75674, France|Service d'exploration des épilepsies, Strasbourg, 67091, France|CHU Tours, Service de neurologie, Tours, 37044, France|Universitätskliniken Bonn, Klinik für Epileptologie, Bonn, 53105, Germany|Universitätsklinik Erlangen, Zentrum für Epilepsie ZEE, Erlangen, 91054, Germany|Klinik der Ernst-Moritz-Arndt-Universität, Neurologische Klinik, Greifswald, 17487, Germany|Epilepsiezentrum Kork, Kehl-Kork, 77694, Germany|Klinikum der Philips-Universität Marburg, Fachbereich, 20 - Medizin / Klinik Neurologie / Epilepsie Zentrum, Marburg, 35039, Germany|Sächsisches Epilepsiezentrum Radeberg, Epilepsiezentrum Kleinwachau, Radeberg, 01465, Germany|Azienda Ospedaliero Universitaria - Ospedali Riuniti Umberto I - Lancisi - Salesi, NeuroPsichiatria Infantile, Ancona, 60100, Italy|Universita di Bologna, Clinica Neurologica, Bologna, 40123, Italy|Azienda Ospendaliero-Universitaria, Caressi Dep Neuroscience, Firenze, 50100, Italy|Ospedale San Paolo, Centro Epilessia, Milano, 20142, Italy|Universita degli Studi di Cagliari - Policlinico Monserrato, Clinica Neurologica, Monserrato, 09042, Italy|Universita di Pisa, Clinica Neurologica, Pisa, 56126, Italy|Ospedale F. Lotti, NeuroFisioPatalogia, Pontedera, 56025, Italy|Azienda Ospedaliera ""Bianchi Melacrino Morelli"", Centro Regionale Epilessie, Reggio Calabria, 89100, Italy|Università Cattolica Del Sacro Cuore, Istituto di NeuroChirurgia, Roma, 00168, Italy|Centro Epilessia, Dipartimento di Neuroscienze, Torino, 10126, Italy|Tergooiziekenhuizen, Dienst Neurologie, Blaricum, 1261, AN, Netherlands|Medisch Spectrum Twente, Dienst Neurologie, Enschede, 7513 R, Netherlands|Stichting Epilepsie Instituut Nederland, Dienst Neurologie, Heemstede, 8025 BV, Netherlands|Kempenhaeghe, Dienst Neurologie, Oosterhout, 4901 ZG, Netherlands|Medisch Centrum Rijnmond-Zuid, locatie Clara, Dienst Neurologie, Rotterdam, 3078 HT, Netherlands|Spesialsykehuset for Epilepsi, Dep of Neurodiagnostics, Sandvika, 1306, Norway|Hospital Ruber Internacional, Servicio de neurología, Madrid, 28034, Spain|Hospital Clínico de Santiago, Santiago de Compostela, 15706, Spain|Hospital Clínico Universitario, Servicio de neurología, Valencia, 46010, Spain|Hospital General de Valencia, Neurology/Neurophisiology, Valencia, 46014, Spain|Hospital General Basico De La Defensa de Valencia, Servicio de neurología, Valencia, 46930, Spain|Institute of Neuroscience and Physiology, Clinical Neuroscience and Rehabilitation, Goteborg, 41345, Sweden|Universitetssjukhuset i Lund, Neurologiska kliniken, Lund, 221 85, Sweden|Norrlands Universitetssjukhus, Neurocentrum, Umea, 901 85, Sweden|Akademiska sjukhuset, Neurocentrum, Uppsala, 751 85, Sweden|Addenbrookes Hospital, Dept of Neurosurgery, Cambridge, CB2 2QQ, United Kingdom|Walton Centre, Dept of Neurosciences, Clinical Sciences Centre, Fazakerley, L97LJ, United Kingdom|Kings College Hospital, Dept of Neurosurgery, London, SE5 9RS, United Kingdom|National Hospital for Neurology and Neurosurgery, London, WC1N3B, United Kingdom"
NCT00851331,Genetic Basis of Idiopathic Focal Epilepsies With Cognitif Deficits,https://clinicaltrials.gov/study/NCT00851331,NO,Epilepsy,GENETIC: genome analyzes (genetic defects and pathophysiological mechanisms ),ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Hôpital Femme Mère Enfant - Hospices Civils de Lyon, Service Epilepsie, Sommeil et Exploration fonctionnelle neurologique pédiatrique, Bron, 69500, France|American Memorial Hospital, CHU de Reims, Unité de Neurologie Pédiatrique - Service Pédiatrie A, Reims, 51092, France|Clinique neurologique, Hôpitaux Universitaires de Strasbourg, Strasbourg, 67091, France|Hôpital de Hautepierre, Service de pédiatrie 1, Strasbourg, 67098, France"
NCT06427967,A Novel Social Emotional Learning Curriculum for Youth With Epilepsy,https://clinicaltrials.gov/study/NCT06427967,NO,Epilepsy,BEHAVIORAL: Project Dream Team,ALL,"CHILD, ADULT",NA,"Boston Medical Center, Neurology and remote, Boston, Massachusetts, 02118, United States"
NCT05722951,Metformin Efficacy and Safety in Epileptic Patients,https://clinicaltrials.gov/study/NCT05722951,NO,Epilepsy,DRUG: Levetiracetam|DRUG: Metformin,ALL,"ADULT, OLDER_ADULT",PHASE3,"Omnia Ashraf Abd El Aziz Ahmed Kotb, Alexandria, Egypt"
NCT02358538,Open-Label PoC Trial of Ganaxolone in Children With PCDH19 Female Pediatric Epilepsy and Other Rare Genetic Epilepsies,https://clinicaltrials.gov/study/NCT02358538,YES,Epilepsy,DRUG: Ganaxolone,ALL,"CHILD, ADULT",PHASE2,"Phoenix Children's Hospital, Phoenix, Arizona, 85016, United States|Sutter Institute for Medical Research, Sacramento, California, 95816, United States|University of California San Francisco, San Francisco, California, 94143, United States|Center for Rare Neurological Diseases, Norcross, Georgia, 30093, United States|JWM Neurology, Indianapolis, Indiana, 46239, United States|Boston Children's Hospital, Boston, Massachusetts, 02115, United States|Northeast Regional Epilepsy Group, Hackensack, New Jersey, 07601, United States|Institute of Neurology and Neurosurgery at St. Barnabas, Livingston, New Jersey, 07039, United States|Nationwide Children's Hospital, Columbus, Ohio, 43205, United States|Bambino Gesu Children's Hospital, IRCCS, Rome, 00165, Italy"
NCT05491369,Effectiveness of an Epilepsy Application for Self-management in Viet Nam,https://clinicaltrials.gov/study/NCT05491369,NO,Epilepsy,OTHER: Epilepsy application,ALL,"ADULT, OLDER_ADULT",NA,"Nguyen Tri Phuong Hospital, Ho Chi Minh City, 700000, Vietnam|University Medical Center at Ho Chi Minh City, Ho Chi Minh City, 70000, Vietnam"
NCT05552924,Self Acupressure on Fatigue and Sleep Quality in Epilepsy Patients,https://clinicaltrials.gov/study/NCT05552924,NO,Epilepsy,OTHER: Self-Acupressure,ALL,"ADULT, OLDER_ADULT",NA,"Firat University, Elazıg, Turkey"
NCT06175247,Low-Glycemic (LGI) Diet in Pregnant People With Epilepsy,https://clinicaltrials.gov/study/NCT06175247,NO,Epilepsy,OTHER: Low Glycemic Index Diet,FEMALE,ADULT,NA,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT06352476,The Effect of Sleep Hygiene Given to Epilepsy Patients on Seizure Frequency and Sleep Quality,https://clinicaltrials.gov/study/NCT06352476,NO,Epilepsy,BEHAVIORAL: Sleep Hygiene Training,ALL,"ADULT, OLDER_ADULT",NA,"Marmara University, Istanbul, Turkey"
NCT06105645,Contribution of Fast-ripples to the Improvement of the Neurosurgical Management of Drug-refractory Epilepsy,https://clinicaltrials.gov/study/NCT06105645,NO,Epilepsy,DEVICE: DIXI Medical Microdeep® Micro- Macro Depth electrodes|DEVICE: Standard electrodes,ALL,"ADULT, OLDER_ADULT",NA,"CHU Amiens Picardie, Amiens, France|CHU de Lille, Lille, France|Hospices Civils de Lyon, Lyon, France|CHRU de Nancy, Nancy, France|CHU de Rennes, Rennes, France|Hôpitaux universitaires de Strasbourg, Strasbourg, France|University Hospital of Toulouse, Toulouse, 31059, France"
NCT05307146,Brain Activity in Epilepsy,https://clinicaltrials.gov/study/NCT05307146,NO,Epilepsy,DEVICE: macro/micro electrode recording,ALL,"ADULT, OLDER_ADULT",NA,"UZ Leuven, Leuven, 3000, Belgium"
NCT05559060,Comorbidities of Epilepsy(Cognitive and Psychiatric Dysfunction),https://clinicaltrials.gov/study/NCT05559060,NO,Epilepsy,,ALL,"ADULT, OLDER_ADULT",,
NCT05992402,Readiness Brain Operation Optimization Training (ReBOOT) for Epilepsy Surgery,https://clinicaltrials.gov/study/NCT05992402,NO,Epilepsy,BEHAVIORAL: ReBOOT program,ALL,ADULT,NA,"Cleveland Clinic, Cleveland, Ohio, 44195, United States"
NCT05290610,Intracranial Stimulation Mapping In Epilepsy,https://clinicaltrials.gov/study/NCT05290610,NO,Epilepsy,OTHER: Functional mapping,ALL,"ADULT, OLDER_ADULT",NA,"University of Minnesota, Minneapolis, Minnesota, 55455, United States"
NCT06334029,Observational Study of the Structural-functional Connectome in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT06334029,NO,Epilepsy,DIAGNOSTIC_TEST: Functional and structural Connectome,ALL,"CHILD, ADULT, OLDER_ADULT",,"IRCCS E.Medea, Conegliano, Treviso, 31015, Italy"
NCT05182437,Precision Radiation Treatment for Epilepsy (PRECISION),https://clinicaltrials.gov/study/NCT05182437,NO,Epilepsy,RADIATION: LINAC-based Stereotactic Radiotherapy,ALL,"ADULT, OLDER_ADULT",NA,"Maastricht Radiation Oncology, Maastricht, Limburg, 6202 AZ, Netherlands"
NCT02318446,Efficacy Study of Folic Acid Supplementation in Adolescent Epileptics,https://clinicaltrials.gov/study/NCT02318446,NO,Epilepsy,DRUG: Folic Acid|DRUG: Saccharine,ALL,"CHILD, ADULT",PHASE3,"Smt. Kashibai Navale Medical College and General Hospital, Pune, Maharashtra, 411041, India"
NCT04290975,Bridging the Childhood Epilepsy Treatment Gap in Africa,https://clinicaltrials.gov/study/NCT04290975,NO,Epilepsy,OTHER: Task-shifting of follow-up care for pediatric epilepsy|OTHER: Enhanced usual care for pediatric epilepsy,ALL,CHILD,NA,"Federal Neuro-Psychiatric Hospital, Kaduna, Nigeria|Aminu Kano Teaching Hospital, Kano, Nigeria|Ahmadu Bello University Teaching Hospital, Zaria, Nigeria"
NCT04967326,Role of Clinical Pharmacists in Epilepsy Management,https://clinicaltrials.gov/study/NCT04967326,NO,Epilepsy,"DRUG: Optimizing therapy with antiepileptic drugs (carbamazepine, phenytoin, valproic acid)",ALL,"ADULT, OLDER_ADULT",PHASE4,
NCT05359003,Steps for Epilepsy,https://clinicaltrials.gov/study/NCT05359003,NO,Epilepsy,BEHAVIORAL: 12-week physical activity program,ALL,"ADULT, OLDER_ADULT",NA,"Atrium Health Wake Forest Baptist, Winston-Salem, North Carolina, 27046, United States"
NCT02726919,Clobazam Adjunctive Treatment of Adults With Refractory Focal Epilepsy,https://clinicaltrials.gov/study/NCT02726919,NO,Epilepsy,DRUG: Clobazam,ALL,"ADULT, OLDER_ADULT",PHASE4,"MidAtlantic Epilepsy and Sleep Center, Bethesda, Maryland, 20817, United States"
NCT05944692,Epilepsy Seizure Detection With Innovative Tripolar EEG (tEEG),https://clinicaltrials.gov/study/NCT05944692,NO,Epilepsy,DEVICE: Tripolar electroencephalography,ALL,"CHILD, ADULT, OLDER_ADULT",,"Barrow Neurological Institute Dignity Health dba St. Joseph's Hospital and Medical Center, Phoenix, Arizona, 85013, United States|Boston Children's Hospital, Boston, Massachusetts, 02115, United States"
NCT03926273,Serum and Urine Ghrelin in Adult Epileptic Patients,https://clinicaltrials.gov/study/NCT03926273,NO,Epilepsy,,ALL,"ADULT, OLDER_ADULT",,"Nageeb, Zagazig, El Sharkia, 002, Egypt"
NCT04749901,Symptoms of Post-traumatic Stress in Adult Drug-resistant Epilepsies,https://clinicaltrials.gov/study/NCT04749901,NO,Epilepsy,OTHER: Psycho-emotional and semiological measures,ALL,ADULT,NA,"Assistance Publique Hopitaux de Marseille, Marseille, 13354, France"
NCT05741541,How Would the Creation of a Follow-up Methodology in Consultation Improve the Care of the Epileptic Patient?,https://clinicaltrials.gov/study/NCT05741541,NO,Epilepsy,,ALL,"ADULT, OLDER_ADULT",,"Hôpital Nord Franche-Comté, Trévenans, 90400, France"
NCT06388174,Idiopathic Generalized Epilepsy Syndromes,https://clinicaltrials.gov/study/NCT06388174,NO,"Epilepsy|Epilepsy, Idiopathic Generalized",,ALL,"CHILD, ADULT",,"2nd Affiliated Hospital, School of Medicine, Zhejiang University, China, Hangzhou, Zhejiang, 310000, China"
NCT04924933,Evaluation of Memory and Forgetting in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT04924933,NO,Epilepsy,DIAGNOSTIC_TEST: Computerised associative memory task using abstract words and landscape photographs,ALL,ADULT,NA,"Hospices Civils de Lyon Service de Neurologie Fonctionnelle et d'Epileptologie, Bron, 69500, France"
NCT04687904,Mindfulness Meditation for Epilepsy,https://clinicaltrials.gov/study/NCT04687904,NO,Epilepsy,BEHAVIORAL: Mindfulness meditation training|BEHAVIORAL: Therapeutic education,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Centre Hospitalier Universitaire, Rennes, 35033, France"
NCT04106284,Comorbidities of Epilepsy,https://clinicaltrials.gov/study/NCT04106284,NO,Epilepsy,,ALL,"ADULT, OLDER_ADULT",,
NCT03738072,Intracerebral Electrical Stimulation and the Optimisation of Presurgical Planning in Drug-refractory Partial Epilepsy,https://clinicaltrials.gov/study/NCT03738072,NO,Epilepsy,DIAGNOSTIC_TEST: StiMiC stimulation condition,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"CHU de Toulouse, Toulouse, 3100, France"
