Disease,NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations,Principal_Investigators
Vitiligo,NCT06113471,A Study to Evaluate Efficacy and Safety of Povorcitinib in Participants With Nonsegmental Vitiligo (STOP-V2),https://clinicaltrials.gov/study/NCT06113471,NO,NonSegmental Vitiligo,DRUG: Povorcitinib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,"University of Alabama At Birmingham Hospital-Whitaker Clinic, Birmingham, Alabama, 35294-0007, United States|C2 Research Center, Llc, Montgomery, Alabama, 36117, United States|Tien Q Nguyen Md Inc, Fountain Valley, California, 92708-3701, United States|Center For Dermatology Clinical Research, Inc, Fremont, California, 94538, United States|Marvel Clinical Research Llc, Huntington Beach, California, 92647, United States|Vitiligo & Pigmentation Institute of Southern California, Los Angeles, California, 90036-5609, United States|Dermatology Research Associates, Los Angeles, California, 90045, United States|Clinical Trials Research Institute, Thousand Oaks, California, 91320, United States|Skin Care Research, Llc, Boca Raton, Florida, 33486, United States|Total Vein and Skin Llc, Boynton Beach, Florida, 33437, United States|Driven Research Llc, Coral Gables, Florida, 33134, United States|Florida Academic Centers Research and Education Llc, Coral Gables, Florida, 33134, United States|Pediatric Skin Research Llc, Coral Gables, Florida, 33146, United States|Metabolic Research Institute Inc, West Palm Beach, Florida, 33401, United States|Advanced Medical Research Pc, Sandy Springs, Georgia, 30328, United States|Dundee Dermatology, West Dundee, Illinois, 60118, United States|Indiana University School of Medicine Iusm Indianapolis, Indianapolis, Indiana, 46202-3082, United States|Delricht Research, Baton Rouge, Louisiana, 70809, United States|Callender Dermatology and Cosmetic Center, Glenn Dale, Maryland, 20769, United States|Aesthetic and Dermatology Center, Rockville, Maryland, 20850, United States|Hamzavi Dermatology, Fort Gratiot, Michigan, 48059, United States|Allcutis Research, Inc Portsmouth, Portsmouth, New Hampshire, 03801, United States|Weill Cornell Medicine, New York, New York, 10065, United States|Accellacare Wilmington, Wilmington, North Carolina, 28401, United States|Remington-Davis Clinical Research, Columbus, Ohio, 43215, United States|Oregon Medical Research Center, Pc, Portland, Oregon, 97223, United States|Health Concepts Rapid City, Rapid City, South Dakota, 57702, United States|Dermatology Treatment and Research Center, Dallas, Texas, 75230, United States|Heights Dermatology and Aesthetic Center, Houston, Texas, 77008, United States|University of Texas, Md Anderson Cancer, Houston, Texas, 77030, United States|Austin Institute For Clinical Research Aicr Pflugerville, Pflugerville, Texas, 78660, United States|Texas Dermatology and Laser Specialists, San Antonio, Texas, 78218, United States|Dermatology Clinical Research Center of San Antonio, San Antonio, Texas, 78229, United States|Premier Clinical Research, Spokane, Washington, 99202, United States|Medical Center Asklepii Ood, Dupnitsa, 02600, Bulgaria|Mc Unimed, Sliven, 05308, Bulgaria|Ambulatory For Specialized Medical Care - Individual Practice For Specialized Medical Care - Skin An, Sofia, 01407, Bulgaria|Aleksandrovska University Hospital, Sofia, 01431, Bulgaria|28 Diagnostic and Consultative Center, Sofia, 01528, Bulgaria|British Columbia'S Centre For Dermatologic Science - the Skin Care Centre, Vancouver, British Columbia, V5Z 4E8, Canada|Lynderm Research Inc, Markham, Ontario, L3P 1X2, Canada|DERMEDGE, Mississauga, Ontario, L4Y 4C5, Canada|Research Toronto, Toronto, Ontario, M3H 5Y8, Canada|Research Toronto, Toronto, Ontario, M4W 2N4, Canada|Centre de Recherche Dermatologique de Quebec, Quebec City, Quebec, G1V4X7, Canada|Chru Morvan/Chu Brest Hopital Morvan, Brest, 29200, France|Centre Hospitalier - Le Mans, Le Mans, 72037, France|Hopital Edouard Herrio, Lyon Cedex 03, 69003, France|Cabinet Medical- Chemin de Paradis, Martigues, 13500, France|Centre Hospitalier Universitaire de Nice,Hopital L Archet, Nice, 06200, France|Hopital Charles Nicolle, Rouen Cedex, 76031, France|Fachklinik Bad Bentheim Dermatologie, Bad Bentheim, 481455, Germany|Charite Universitaetsmedizin Berlin - Campus Charite Mitte, Berlin, 10117, Germany|University Hospital Carl Gustav Carus, Dresden, 01307, Germany|Universitatsklinikum Hamburg, Hamburg, 20246, Germany|Dermatologische Gemeinschaftspraxis, Mahlow, 15831, Germany|Universitatsklinikum Munster, Muenster, 48149, Germany|Clinexpert Egeszsegugyi Szolgaltato Es Kereskedelmi Kft., Budapest, 01033, Hungary|Orvostudomanyi Kutato Es Fejleszto Kft, Debrecen, 04027, Hungary|Debreceni Egyetem, Debrecen, 04032, Hungary|Obudai Egeszsegugyi Centrum - Dunaujvaros, Dunaujvaros, H-2400, Hungary|Markusovszky Teaching Hospital, Szombathely, Hungary|Azienda Ospedaliera Spedali Civili Di Brescia-Universita Degli Studi Di Brescia, Brescia, 25123, Italy|Azienda Ospedaliero-Universitaria Policlinico Vittorio Emanuele Ospedale Gaspare Rodolico Di Catania, Catania, 95123, Italy|Fondazione Irccs Ca' Granda Ospedale Maggiore Policlinico, Milano, 20122, Italy|Fondazione Policlinico Universitario Agostino Gemelli Irccs, Rome, 00168, Italy|Irccs Istituto Clinico Humanitas, Rozzano, 20089, Italy|Synexus - Polska Sp Z Oo Oddzial W Gdansksynexus Affiliate - Bialystok - Clinicmed Daniluk Nowak Spo, Gdansk, 80-382, Poland|Synexus Gdynia, Gdynia, 81-537, Poland|Provita Sp.Zo.O. Centrum Medyczne Angelius, Katowice, 40-611, Poland|Pro Familia Altera Sp. Z O.O., Katowice, 40-648, Poland|Prywatny Gabinet Dermatologiczny Elzbieta Klujszo, Kielce, 25-316, Poland|Niepubliczny Zaklad Opieki Zdrowotnej Dermed Centrum Medyczne Sp. Z O.O., Lodz, 90-265, Poland|Dermoklinika Centrum Medyczne S.C., M. Kierstan, J. Narbutt, A. Lesiak, Lodz, 90-436, Poland|Etg Skierniewice, Skierniewice, 96-100, Poland|Laser Clinic, Szczecin, 70-332, Poland|Twoja Przychodnia - Szczecinskie Centrum Medyczne, Szczecin, 71-434, Poland|Alergo-Med Specjalistyczna Przychodnia Lekarska Sp. Z O.O., Tarnow, 33-100, Poland|Centrum Medyczne Evimed, Warsaw, 02-625, Poland|Royalderm Agnieszka Nawrocka, Warszawa, 02-692, Poland|Klinika Ambroziak Sp. Z O.O., Warszawa, 02-953, Poland|Futuremeds Targowek Centrum Medyczne Amed Warszawa Targowek, Wrocaw, 03-291, Poland|Synexus Polska Sp. Z O.O. Oddzial We Wroclawiu, Wroclaw, 50-088, Poland|Dermmedica Sp. Z O.O., Wroclaw, 51-318, Poland|Centrum Medyczne Oporow, Wroclaw, 52-416, Poland|Ipswich Hospital, East Suffolk and North Essex Nhs Foundation Trust, Ipswich, IP4 5PD, United Kingdom|University Hospitals of Leicester-Leicester Royal Infirmary (Lri), Leicester, LE1 5WW, United Kingdom|Barts Health Nhs Trust - Whipps Cross University Hospital, London, E11 1NR, United Kingdom|Nottingham University Hospitals - Treatment Center, Nottingham, NG7 2FT, United Kingdom|Royal Wolverhampton Nhs Trust, Walsall, WS2 9PS, United Kingdom","Study Director : Incyte Medical Monitor , Incyte Corporation"
Vitiligo,NCT06113445,A Study to Evaluate Efficacy and Safety of Povorcitinib in Participants With Nonsegmental Vitiligo (STOP-V1),https://clinicaltrials.gov/study/NCT06113445,NO,NonSegmental Vitiligo,DRUG: Povorcitinib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,"Cahaba Dermatology, Hoover, Alabama, 35244, United States|University of California Irvine, Irvine, California, 92697, United States|Clinical Science Institute Clinical Research Specialists Inc, Santa Monica, California, 90404, United States|Cura Clinical Research, Sherman Oaks, California, 91403, United States|Sutter Health Palo Alto Medical Foundation Pamf Sunnyvale Center, Sunnyvale, California, 94086, United States|Renaissance Research, Cape Coral, Florida, 33991, United States|Encore Medical Research, Llc Hollywood, Hollywood, Florida, 33021, United States|San Marcus Research Clinic Inc., Miami Lakes, Florida, 33014, United States|Savin Medical Group, Rc, Miami, Florida, 33156, United States|Skin Research of South Florida, Llc, Miami, Florida, 33173, United States|Olympian Clinical Research, Tampa, Florida, 33609, United States|Forcare Clinical Research, Tampa, Florida, 33613, United States|Cleaver Medical Group, Cumming, Georgia, 30040, United States|Pivotal Research Solutions, Stonecrest, Georgia, 30038, United States|Options Research Group, Llc, Kokomo, Indiana, 46901, United States|Allcutis Research Inc Beverly, Beverly, Massachusetts, 01915, United States|Metro Boston Clinical Partners, Brighton, Massachusetts, 02135-3511, United States|Great Lakes Research Group Inc, Bay City, Michigan, 48706, United States|Wayne State University Physician Group Dermatology, Dearborn, Michigan, 48124, United States|Revival Research Institute, Llc Dermatology, Troy, Michigan, 48084, United States|Grekin Skin Institute Warren, Warren, Michigan, 48088, United States|Medisearch Clinical Trials, Saint Joseph, Missouri, 64506, United States|Jdr Dermatology Research, Las Vegas, Nevada, 89148, United States|Schweiger Dermatology Group - Verona, Verona, New Jersey, 07044, United States|Empire Dermatology, East Syracuse, New York, 13057, United States|Sadick Dermatology Sadick Research Group, New York, New York, 10075, United States|Derm Research Center of New York Inc, Stony Brook, New York, 11790, United States|Bexley Dermatology, Bexley, Ohio, 43209, United States|Dermatology Associates of Plymouth Meeting, Plymouth Meeting, Pennsylvania, 19462, United States|International Clinical Research Tennessee Llc, Murfreesboro, Tennessee, 37130, United States|University of Texas Physicians - Bellaire Station, Bellaire, Texas, 77401, United States|Center For Clinical Studies, Houston, Texas, 77004, United States|Progressive Clinical Research, San Antonio, Texas, 78213, United States|Jordan Valley Dermatology Center, West Jordan, Utah, 84088, United States|Clinical Research Partners Llc Crp Richmond Forest Avenue Office Building Location, Richmond, Virginia, 23226, United States|Dermatology Specialists of Spokane, Spokane, Washington, 99202, United States|Hopital Universitaire de Bruxelles (H.U.B)/ Academisch Ziekenhuis Brussel, Brussels, 01070, Belgium|Universitair Ziekenhuis Gent, Gent, 09000, Belgium|Centre Hospitalier Universitaire de Liege - Sart Tilman, Liege, 04000, Belgium|Cliniques Universitaires Ucl Saint-Luc, Woluwe-saint-lambert, 01200, Belgium|Dermatology Research Institute, Calgary, Alberta, T2J 7E1, Canada|Dr. Chih-Ho Hong Medical Inc., Surrey, British Columbia, V3R 6A7, Canada|Enverus Medical Research, Surrey, British Columbia, V3V 0C6, Canada|Leader Research, Burlington, Ontario, L7R 4H9, Canada|Dermeffects, London, Ontario, N6H 5L5, Canada|North York Research Inc., North York, Ontario, M2M 4J5, Canada|Care Clinic, Ottawa, Ontario, K1A 0K9, Canada|Siena Medical Research Corporation, Ottawa, Ontario, K1A 0K9, Canada|Skin Health, Peterborough, Ontario, K9J 5K2, Canada|Alliance Clinical Trials, Waterloo, Ontario, N2J 1C4, Canada|Bordeaux Chu Hopital Saint - Andre, Bordeaux Cedex, 33075, France|Centre Hospitalier Universitaire (Chu) - Hopital Henri Mondor, Bordeaux Cedex, 33075, France|Clinique de Courlancy, Reims, 51100, France|Hopital Larrey, Toulouse, 31059, France|Universitatsklinikum Erlangen Hautklinik, Erlangen, 91054, Germany|Klinikum Der Johann Wolfgang Goethe University, Frankfurt Am Main, 60590, Germany|Derma-Study-Center Friedrichshafen Gmbh, Friedrichshafen, 88045, Germany|Dermatologische Gemeinschaftspraxis Dres. Quist, Mainz, 55128, Germany|Beldio Research Gmbh, Dr. Schwinn,, Memmingen, 87700, Germany|Hamamatsu University Hospital, Hamamatsu, 431-3192, Japan|St. Marianna University School of Medicine Hospital, Kawasaki, 216-8511, Japan|Kobe University Hospital, Kobe, 6500017, Japan|University Hospital Kyoto Prefectural University of Medicine, Kyoto, 602-8566, Japan|Dokkyo Medical University Saitama Medical Center, Minamikoshigaya, 343-8555, Japan|Nagasaki University Hospital, Nagasaki-shi, 852-8501, Japan|Nagoya City University Hospital, Nagoya, 467-8602, Japan|Kochi Medical School Hospital, Nankoku, 783-8505, Japan|Niigata University Medical and Dental Hospital, Niigata, 9518520, Japan|National Hospital Organization Okayama Medical Center, Okayama-shi, 701-1192, Japan|Tohoku University Hospital, Sendai, 980-8574, Japan|Ntt Medical Center Tokyo, Shinagawa-ku, 141-8625, Japan|Tokyo Medical University Hospital, Shinjuku-ku, 160-0023, Japan|Osaka University Hospital, Suita, 565-0871, Japan|National University Corporation - Tokyo Medical and Dental University (Tmdu), Tokyo, 113-8519, Japan|Juntendo University Urayasu Hospital, Urayasu, 279-0021, Japan|Yamagata University Hospital, Yamagata-shi, 990-9585, Japan|Trials in Medicine S.C., Cuauhtemoc, 06700, Mexico|Instituto de Investigaciones Aplicadas A La Neurociencia A.C, Durango, 34000, Mexico|Grupo ClÃ­nico Catei Sc, Guadalajara, 44600, Mexico|Centro de Dermatologia de Monterrey, Monterrey, 64460, Mexico|Hospital Universitario Dr. Jose Eleuterio Gonzalez, Monterrey, 64660, Mexico|Clinica de Enfermedades Cronicas Y de Procedimientos Especiales (Cecype), Morelia, 58249, Mexico|Uva - Amc - Stichting Nederlands Instituut Voor Pigmentstoornissen (Snip) (Netherlands Institute For, Amsterdam, 1105 AZ, Netherlands|Bravis Ziekenhuis, Bergen Op Zoom, 4624 VT, Netherlands|Dermapolis Medical Dermatology Center Dr N. Med. Edyta Gebska, Chorzow, 41-516, Poland|Synexus Polska Sp Z Oo Oddzial W Czestochowie, Czestochowa, 42-202, Poland|Uniwersyteckie Centrum Kliniczne, Gdansk, 80-214, Poland|Synexus Polska Sp. Z O.O. Oddzial W Katowicach, Katowice, 40-040, Poland|Synexus Polska Sp Z Oo Oddzial W Lodzi, Lodz, 90-127, Poland|Dermodent Centrum Medyczne Aldona Czajkowska RafaÂ¿ Czajkowski, Osielsko, 86-031, Poland|Dermedic Jacek Zdybski, Ostrowiec Swietokrzyski, 27-400, Poland|Uniwersytecki Szpital Kliniczny Im. Fryderyka Chopina W Rzeszowie, Rzeszow, 35-055, Poland|Etg Warszawa, Warsaw, 02-777, Poland|Csk Mswia Centralny Szpital Kliniczny Mswia, Warszawa, 02-507, Poland|Carpe Diem Centrum Medycyny Estetycznej, Warszawa, 02-661, Poland|Synexus Polska Sp. Z O.O. Oddzial Warszawie, Warszawa, 02-672, Poland|Emc Instytut Medyczny Spolka Akcyjna-Euromedicare Szpital Specjalistyczny Z Przychodnia, Wrocaw, 54144, Poland|Hospital Universitario Fundacion Alcorcon, Alcorcon, 28922, Spain|Germans Trias I Pujol, Badalona, 08916, Spain|Hospital Clinic I Provincial, Barcelona, 08036, Spain|Hospital Universitario Ramon Y Cajal, Madrid, 28034, Spain|Clinical Universidad de Navarra Madrid, Madrid, 31008, Spain|Hospital de Manises, Manises, 46940, Spain","Study Director : Incyte Medical Monitor , Incyte Corporation"
Vitiligo,NCT05950542,"Evaluation Safety ,Efficacy Baricitinib Plus Excimer Light Versus Excimer Light Alone in Non Segmental Vitiligo",https://clinicaltrials.gov/study/NCT05950542,NO,"Vitiligo, Generalized",DRUG: Baricitinib,ALL,"CHILD, ADULT, OLDER_ADULT",,,"Study Director : Yasmin mostafa Tawfik, Doctor , Assiut University"
Vitiligo,NCT05511493,Efficacy of PRP With Er-YAG Laser Versus With Microneedling in Localized Stable Vitiligo,https://clinicaltrials.gov/study/NCT05511493,NO,Localized Vitiligo,DEVICE: fractional Erbium-YAG laser|DEVICE: microneedling,ALL,"CHILD, ADULT",,,
Vitiligo,NCT04440371,Phototherapy Combination With Topicals in Vitiligo,https://clinicaltrials.gov/study/NCT04440371,NO,"Vitiligo, Generalized",COMBINATION_PRODUCT: Tacrolimus 0.1% ointment twice daily plus NBUVB 3 times weekly|COMBINATION_PRODUCT: Calcipotriol/Betamethasone ointment plus NBUVB,ALL,"ADULT, OLDER_ADULT",,"Diala Alshiyab, Irbid, Jordan","Principal Investigator : Diala Alshiyab, MD , Jordan University of Science and Technology"
Vitiligo,NCT04803461,Catecholamines Level in Vitiligo Patients Before and After Excimer Light,https://clinicaltrials.gov/study/NCT04803461,NO,"Vitiligo, Generalized",DIAGNOSTIC_TEST: serum and urinary catecholamines,ALL,"CHILD, ADULT, OLDER_ADULT",,,Assiut University
Vitiligo,NCT05238077,Comparing the Efficacy of Visible Light-Ultraviolet A1 Light Versus Narrowband-Ultraviolet B on Generalized Vitiligo,https://clinicaltrials.gov/study/NCT05238077,NO,Generalized Vitiligo,PROCEDURE: Visible Light-Ultraviolet A Light or Narrowband-Ultraviolet B phototherapy,ALL,"ADULT, OLDER_ADULT",,"Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,, Detroit, Michigan, 48202, United States","Principal Investigator : Iltefat Hamzavi, M.D. , Henry Ford HS"
Vitiligo,NCT03378011,UVA1 Phototherapy in Acral Vitiligo,https://clinicaltrials.gov/study/NCT03378011,NO,Acral Vitiligo,OTHER: phototherapy,ALL,"CHILD, ADULT, OLDER_ADULT",,"Maha Fathy Elmasry, Cairo, Egypt","Principal Investigator : Maha Elmasry , Cairo University"
Vitiligo,NCT04039451,"Prevalence of Psoriasis and Vitiligo in Assiut Governorate, Egypt",https://clinicaltrials.gov/study/NCT04039451,NO,Psoriasis|Vitiligo,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Assiut University, Assiut, Egypt",Assiut University
Vitiligo,NCT03535051,Efficiency of Fractional-Laser Resurfacing Followed by Topical Tacrolimus 0.03% Cream vs Tacrolimus Alone in Vitiligo,https://clinicaltrials.gov/study/NCT03535051,NO,Stable Vitiligo,DEVICE: fractional carbon dioxide laser|DRUG: Tacrolimus Oint 0.03%,ALL,"CHILD, ADULT, OLDER_ADULT",,,"Study Director : Ola M AbuZeid, MD , Kasr Al Aini dermatology department Study Director : Dina ElSharkawy, MD , Kasr Al Aini dermatology department"
Vitiligo,NCT04818346,A Study to Evaluate the Efficacy and Safety of INCB054707 in Participants With Vitiligo,https://clinicaltrials.gov/study/NCT04818346,YES,NonSegmental Vitiligo,DRUG: INCB054707|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Investigative Site 010, Hoover, Alabama, 35244, United States|Investigative Site 015, Gilbert, Arizona, 85295, United States|Investigative Site 028, Scottsdale, Arizona, 85260, United States|Investigative Site 006, Irvine, California, 92697, United States|Investigative Site 009, Los Angeles, California, 90036, United States|Investigative Site 018, Los Angeles, California, 90045, United States|Investigative Site 017, Sacramento, California, 95815, United States|Investigative Site 032, Orange Park, Florida, 32073, United States|Investigative Site 005, Tampa, Florida, 33613, United States|Investigative Site 022, Tampa, Florida, 33614, United States|Investigative Site 011, West Palm Beach, Florida, 33401, United States|Investigative Site 024, Covington, Louisiana, 70433, United States|Investigative Site 002, Brighton, Massachusetts, 02135, United States|Investigative Site 023, Saint Paul, Minnesota, 55112, United States|Investigative Site 027, Verona, New Jersey, 07044, United States|Investigative Site 003, Columbus, Ohio, 43215, United States|Investigative Site 007, Norman, Oklahoma, 73071, United States|Investigative Site 001, Portland, Oregon, 97223, United States|Investigative Site 021, Plymouth Meeting, Pennsylvania, 19462, United States|Investigative Site 004, Murfreesboro, Tennessee, 37130, United States|Investigative Site 033, Dallas, Texas, 75230, United States|Investigative Site 012, San Antonio, Texas, 78213, United States|Investigative Site 030, Spokane, Washington, 99202, United States|Investigative Site 020, Winnipeg, Manitoba, R3M 3Z4, Canada|Investigative Site 014, Etobicoke, Ontario, M8X 1Y9, Canada|Investigative Site 034, London, Ontario, N6H 5LR, Canada|Investigative Site 025, Mississauga, Ontario, L5H 1G9, Canada|Investigative Site 026, North York, Ontario, M2M4J5, Canada|Investigative Site 031, Oakville, Ontario, L6J 7W5, Canada|Investigative Site 008, Peterborough, Ontario, K9J 5K2, Canada|Investigative Site 029, Quebec, Q1V 4X7, Canada",Incyte Corporation
Vitiligo,NCT03358082,Effectivness of Topical Tacrolimus Monotherapy in Patients With Vitiligo,https://clinicaltrials.gov/study/NCT03358082,NO,Vitiligo|Tacrolimus,DRUG: Tacrolimus 0.03% Ointment|DRUG: Hydrocortisone Acetate 1% Ointment,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,"Sohag University, Sohag, Egypt","Study Director : Ramadan Saleh, MD , Sohag Faculty of Medicine, Sohag University"
Vitiligo,NCT03577327,The Gut and Skin Microbiome in Vitiligo Disease Progression,https://clinicaltrials.gov/study/NCT03577327,NO,Vitiligo|Healthy,,ALL,"ADULT, OLDER_ADULT",,"Northwestern University, Chicago, Illinois, 60611, United States","Principal Investigator : I. Caroline Le Poole , Northwestern University"
Vitiligo,NCT01701648,Melanocyte Transplantation for Patients With Stable Vitiligo.,https://clinicaltrials.gov/study/NCT01701648,NO,Stable Vitiligo,OTHER: Laser CO2,ALL,ADULT,PHASE1|PHASE2,"University Clinic of Navarre, Pamplona, Navarre, 31008, Spain",Spanish Clinical Research Network - SCReN
Vitiligo,NCT03487042,Bimatoprost 0.03% Solution With NB-UVB Versus Their Use With Fractional Carbon Dioxide Laser in Treatment of Generalized Vitiligo,https://clinicaltrials.gov/study/NCT03487042,NO,Generalized Vitiligo,DRUG: Bimatoprost 0.03% ophthalmic solution,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,,Assiut University
Vitiligo,NCT01202513,Topical Bimatoprost Solution 0.03%in Stable Vitiligo,https://clinicaltrials.gov/study/NCT01202513,NO,Vitiligo|Repigmentation,DRUG: Bimatoprost 0.03% topical ophthalmic solution,ALL,"CHILD, ADULT",PHASE4,,"Study Director : Rajeev Jain, M.D. , PP Principal Investigator : Tarun Narang, MD , GSMCH"
Vitiligo,NCT02156427,Evaluation of Non-cultured Epidermal Cellular Grafting vs Hyaluronic Acid for Repigmenting Vitiligo and Piebaldism,https://clinicaltrials.gov/study/NCT02156427,NO,Vitiligo|Piebaldism,DEVICE: VITICELL|DEVICE: PLACEBO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Department of Dermatology - Ghent University Hospital, Ghent, Belgium|University Hospital Center of Bordeaux, Bordeaux, France|CHU Le Mans, Le Mans, France|Dr Michel PASCAL, Paris, France|San Gallicano Dermatological Institute, Roma, Italy","Principal Investigator : Nanja Van Geel, Pr , Gent hospital"
