Disease,NCT Number,Study Title,Study URL,Study Results,Sex,Age,Phases,Conditions 1,Conditions 2,Conditions 3,Conditions 4,Conditions 5,Interventions 1,Interventions 2,Interventions 3,Interventions 4,Interventions 5,Locations_1,Locations_2,Locations_3,Principal Investigators 1,Principal Investigators 2,Principal Investigators 3,,
Epilepsy,NCT02603991,Prospective Cohort Study on the Efficacy of Vagus Nerve Stimulation for Children and Adolescents With Epilepsy(PVNS-CAE),https://clinicaltrials.gov/study/NCT02603991,NO,ALL,"CHILD, ADULT",,Epileptic Encephalopathy,,,,,PROCEDURE: PINS Vagus Nerve Stimulator,DRUG: Levetiracetam,,,,"Beijing Tiantan Hospital, Beijing, Beijing, 100050, China",,,,,,,
Epilepsy,NCT00297323,An Observational Study of the Safety of Topiramate in Adults and Children With Epilepsy,https://clinicaltrials.gov/study/NCT00297323,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,"Seizures, Epileptic",,,,,DRUG: Topiramate,,,,,,,,,,,,
Epilepsy,NCT05865561,Identification of Volatile Organic Compounds (VOCs) as Biopredictors of Epileptic Seizures,https://clinicaltrials.gov/study/NCT05865561,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,,,,,OTHER: VOC sampling,,,,,,,,,,,,
Epilepsy,NCT02801136,Treatment Outcomes of ReACT for PNES,https://clinicaltrials.gov/study/NCT02801136,NO,ALL,"CHILD, ADULT",,"Convulsion, Non-Epileptic",,,,,BEHAVIORAL: ReACT,BEHAVIORAL: Supportive Therapy,,,,"Sparks Center Office of Psychiatric Research, Birmingham, Alabama, 35294, United States",,,,,,,
Epilepsy,NCT00522275,Determine Safety and Efficacy of Long-term Oral Lacosamide in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00522275,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Partial Epilepsies,,,,,DRUG: lacosamide,,,,,"Birmingham, Alabama, United States","Mobile, Alabama, United States","Phoenix, Arizona, United States",Clinical Trial Call Center,,,,
Epilepsy,NCT00524030,Efficacy And Safety Study Of Pregabalin (Lyrica) As Monotherapy In Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00524030,YES,ALL,"ADULT, OLDER_ADULT",PHASE3,"Epilepsies, Partial",,,,,DRUG: pregabalin 600 mg/day,DRUG: pregabalin 150 mg/day,,,,"Pfizer Investigational Site, Northport, Alabama, 35476, United States","Pfizer Investigational Site, Phoenix, Arizona, 85003, United States","Pfizer Investigational Site, Phoenix, Arizona, 85013, United States",Pfizer .gov Call Center,,,,
Epilepsy,NCT00215215,Effectiveness Study Comparing Treatment With Drug(s) or Adjunctive VNS Therapy for Pharmacoresistant Partial Seizures,https://clinicaltrials.gov/study/NCT00215215,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,"Epilepsies, Partial",,,,,DEVICE: Vagus Nerve Stimulation Therapy,,,,,"Bronislav Shafran, M.D., P.C., Phoenix, Arizona, 85003, United States","Xenoscience, Phoenix, Arizona, 85013, United States","Dedicated Clinical Research, Inc., Sun City, Arizona, 85351, United States",Carol C Base,,,,
Epilepsy,NCT00437281,"Safety, Tolerability, and Pharmacokinetic Study of Pregabalin in Pediatric Patients With Partial Onset Seizures",https://clinicaltrials.gov/study/NCT00437281,YES,ALL,CHILD,PHASE1|PHASE2,"Epilepsies, Partial",,,,,DRUG: Placebo,DRUG: Pregabalin,,,,"Pfizer Investigational Site, Mobile, Alabama, 36604, United States","Pfizer Investigational Site, Mobile, Alabama, 36693, United States","Pfizer Investigational Site, Phoenix, Arizona, 85016, United States",Pfizer .gov Call Center,,,,
Epilepsy,NCT01764516,Study on Serum Zinc and Selenium Levels in Epileptic Patients,https://clinicaltrials.gov/study/NCT01764516,NO,ALL,ADULT,,Generalized Epileptic,,,,,,,,,,"Vali-Asr Hospital, Arak, Central province, Iran, Islamic Republic of",,,Heidar N Farahani,,,,
Epilepsy,NCT00620555,A Phase III Open-Label Extension Study Of Gabapentin As Adjunctive Therapy In Japanese Pediatric Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00620555,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Epilepsies, Partial",,,,,DRUG: gabapentin,,,,,"Pfizer Investigational Site, Obu-shi,Morioka-machi, Aichi, Japan","Pfizer Investigational Site, Jonan-ku, Fukuoka, Japan","Pfizer Investigational Site, Kobe, Hyogo, Japan",Pfizer .gov Call Center,,,,
Epilepsy,NCT00448916,Open-Label Extension Study Of Safety And Tolerability Of Pregabalin In Pediatric Patients With Partial-Onset Seizures,https://clinicaltrials.gov/study/NCT00448916,YES,ALL,CHILD,PHASE3,"Epilepsies, Partial",,,,,DRUG: Pregabalin,,,,,"University of South Alabama, Mobile, Alabama, 36604, United States","University of South Alabama Department of Neurology, Mobile, Alabama, 36693, United States","Phoenix Children's Hospital, Phoenix, Arizona, 85016, United States",Pfizer .gov Call Center,,,,
Epilepsy,NCT00351611,Vision Testing in Patients With Partial Seizures Receiving Either Lyrica or Placebo,https://clinicaltrials.gov/study/NCT00351611,YES,ALL,"ADULT, OLDER_ADULT",PHASE4,"Epilepsies, Partial",,,,,DRUG: Lyrica (pregabalin),DRUG: placebo,,,,"Neurology Center, P.C., Mobile, Alabama, 36607, United States","Premier Medical Group, Mobile, Alabama, 36608, United States","Neurology Clinic, PC, Northport, Alabama, 35476, United States",,,,,
Epilepsy,NCT00567268,Drug Use Investigation Of Gabapentin,https://clinicaltrials.gov/study/NCT00567268,YES,ALL,"CHILD, ADULT, OLDER_ADULT",,"Epilepsies, Partial",,,,,DRUG: Gabapentin,,,,,,,,Pfizer .gov Call Center,,,,
Epilepsy,NCT00603473,A Phase III Open-Label Study Of Gabapentin As Adjunctive Therapy In Japanese Pediatric Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00603473,YES,ALL,CHILD,PHASE3,"Epilepsies, Partial",,,,,DRUG: gabapentin,,,,,"Pfizer Investigational Site, Obu-shi,Morioka-machi, Aichi, Japan","Pfizer Investigational Site, Jonan-ku, Fukuoka, Japan","Pfizer Investigational Site, Sapporo, Hokkaido, Japan",Pfizer .gov Call Center,,,,
Epilepsy,NCT00552305,To Determine Tolerability and Efficacy of Long-term Oral Lacosamide in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00552305,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,Partial Epilepsies,,,,,DRUG: lacosamide,,,,,"Birmingham, Alabama, United States","Huntsville, Alabama, United States","Phoenix, Arizona, United States",Clinical Trial Call Center,,,,
Epilepsy,NCT04515316,A Room Temperature Atomic Magnetrode System for Telemetry of Epileptic Seizures,https://clinicaltrials.gov/study/NCT04515316,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,,,,,DEVICE: OPM sensors,DEVICE: SQUID sensors,,,,"University of Colorado School of Medicine - Anschutz Medical Campus, Aurora, Colorado, 80045, United States",,,,,,,
Epilepsy,NCT05257915,A China RWS to Evaluate the Effectiveness and Safety of Perampanel as an add-on Treatment for Epileptic Seizure,https://clinicaltrials.gov/study/NCT05257915,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,,,,,DRUG: Perampanel,,,,,"Beijing Children's Hospital, Capital Medical University, Beijing, Beijing, 100045, China","Beijing TianTan Hospital, Capital Medical University, Beijing, Beijing, China","Beijing University First Hospital, Beijing, Beijing, China",,,,,
Epilepsy,NCT04102254,Thalamic Stimulation for Epilepsy Study,https://clinicaltrials.gov/study/NCT04102254,NO,ALL,"ADULT, OLDER_ADULT",,Seizures,Epilepsy,Seizure Disorder,,,PROCEDURE: ANT recording and stimulation,,,,,"Duke University Health System, Durham, North Carolina, 27710, United States",,,Derek Southwell,,,,
Epilepsy,NCT00151879,Safety and Tolerability of Intravenous SPM 927 as Replacement for Oral SPM 927 in Subjects With Partial Seizures,https://clinicaltrials.gov/study/NCT00151879,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,"Epilepsies, Partial",,,,,DRUG: SPM 927,,,,,"Schwarz, RTP, North Carolina, United States",,,Clinical Trial Call Center,,,,
Epilepsy,NCT05873062,"Safety, Blood Levels and Effects of AUT00201 in Patients With MEAK",https://clinicaltrials.gov/study/NCT05873062,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,"Myoclonus Epilepsies, Progressive",,,,,DRUG: AUT00201,DRUG: Placebo,,,,"University of Pennsylvania, Penn Epilepsy Center, Philadelphia, Pennsylvania, 19104, United States",,,Michael Gelfand,,,,
Epilepsy,NCT05274035,A Multi-center RWS of Perampanel as an add-on Treatment for Epileptic Seizures in Chinese Children,https://clinicaltrials.gov/study/NCT05274035,NO,ALL,CHILD,,Epilepsy,,,,,DRUG: Perampanel,,,,,"Beijing Children's Hospital, Capital Medical University, Beijing, Beijing, 100045, China","Wuhan Children's Hospital, Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, 430015, China","XuZhou Children's Hospital, XuZhou, Jiangsu, 221002, China",Fang Fang,,,,
Epilepsy,NCT06210022,Cognitive Impairment in Drug-resistant and Drug-responsive Focal Cryptogenic Epilepsy,https://clinicaltrials.gov/study/NCT06210022,NO,ALL,ADULT,,Epilepsy,Focal Epilepsy,,,,DIAGNOSTIC_TEST: Neuropsychological Assessment,,,,,"IRCCS San Raffaele, Milan, 20132, Italy",,,,,,,
Epilepsy,NCT02441478,Co-operative Behavior and Decision-making in Frontal Lobe Epilepsy,https://clinicaltrials.gov/study/NCT02441478,NO,ALL,ADULT,,Frontal Lobe Epilepsies,,,,,RADIATION: functional magnetic resonance imaging exam,,,,,"Hospices Civils de Lyon, Lyon, 69002, France",,,,,,,
Epilepsy,NCT00210652,An Open-Label Extension Study to Evaluate the Safety and Effectiveness of RWJ 333369 in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00210652,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,Epilepsy,"Epilepsies, Partial",,,,DRUG: RWJ 333369:,,,,,,,,Johnson & Johnson Pharmaceutical Research & Development,,,,
Epilepsy,NCT04457687,Extended Access Program With Lorcaserin For The Treatment of Dravet Syndrome and Other Refractory Epilepsies,https://clinicaltrials.gov/study/NCT04457687,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,"Epilepsies, Myoclonic",Drug Resistant Epilepsy,,,,DRUG: Lorcaserin,,,,,,,,,,,,
Epilepsy,NCT00210522,An Open-Label Extension Study of the Effectiveness and Safety of the Investigational Compound RWJ-333369 in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT00210522,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Epilepsy,"Epilepsies, Partial",,,,DRUG: RWJ 333369,,,,,,,,Johnson & Johnson Pharmaceutical Research & Development,,,,
Epilepsy,NCT05518578,Safety and Tolerability Study of SPN-817 in Adult Patients With Treatment Resistant Epilepsy,https://clinicaltrials.gov/study/NCT05518578,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Epilepsy,"Seizures, Epileptic",,,,DRUG: SPN-817,,,,,"Alfred Hospital, Melbourne, Australia",,,,,,,
Epilepsy,NCT04284072,Clinical Scenarios for Long-term Monitoring of Epileptic Seizures With a Wearable Biopotential Technology,https://clinicaltrials.gov/study/NCT04284072,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,,,,,DEVICE: Sensor Dot,,,,,"University Hospitals Leuven, department of Neurology, Leuven, 3000, Belgium","Department of Epileptology and Neurology, Aachen, Germany","Epilepsy Center, University Medical Center, Freiburg University, Freiburg, Germany",Wim Van Paesschen,,,,
Epilepsy,NCT05066880,Yoga and Aerobic Exercise in Epilepsy,https://clinicaltrials.gov/study/NCT05066880,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,Epilepsy; Seizure,Epilepsy Idiopathic,,,OTHER: Exercise training,,,,,"Dokuz Eylul University, Izmir, Turkey",,,,,,,
Epilepsy,NCT00150293,Evaluation of Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00150293,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Seizure Disorder, Partial",,,,,DRUG: Pregabalin,,,,,"Pfizer Investigational Site, Deakin, Australian Capital Territory, 2600, Australia","Pfizer Investigational Site, Camperdown, New South Wales, 2050, Australia","Pfizer Investigational Site, Chastwood, New South Wales, 2067, Australia",Pfizer .gov Call Center,,,,
Epilepsy,NCT00141388,To Evaluate the Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00141388,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Seizure Disorder, Partial",,,,,DRUG: Pregabalin,,,,,"Pfizer Investigational Site, Birmingham, Alabama, 35249, United States","Pfizer Investigational Site, Birmingham, Alabama, 35255, United States","Pfizer Investigational Site, Birmingham, Alabama, 35294-0021, United States",Pfizer .gov Call Center,,,,
Epilepsy,NCT00141336,To Evaluate the Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00141336,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Seizure Disorder, Partial",,,,,DRUG: Pregabalin,,,,,"Pfizer Investigational Site, Phoenix, Arizona, 85013, United States","Pfizer Investigational Site, Tucson, Arizona, 85724, United States","Pfizer Investigational Site, Bakersfield, California, 93301, United States",Pfizer .gov Call Center,,,,
Epilepsy,NCT00141245,To Evaluate Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00141245,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Seizure Disorder, Partial",,,,,DRUG: Pregabalin,,,,,"Pfizer Investigational Site, Deakin, Australian Capital Territory, 2600, Australia","Pfizer Investigational Site, Chatswood, New South Wales, 2067, Australia","Pfizer Investigational Site, Westmead, New South Wales, 2145, Australia",Pfizer .gov Call Center,,,,
Epilepsy,NCT02286271,Preliminary Testing of a Novel Device to Detect Epileptic Seizures,https://clinicaltrials.gov/study/NCT02286271,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,,,,,,,,,,"Western General Hospital, Edinburgh, EH4 2XU, United Kingdom","Royal Hospital for Sick Children, Edinburgh, EH9 1LF, United Kingdom",,,,,,
Epilepsy,NCT00067431,A Study of the Safety and Efficacy of Depakote Sprinkle Capsules in the Treatment of Partial Seizures in Children,https://clinicaltrials.gov/study/NCT00067431,NO,ALL,CHILD,PHASE3,Partial Seizure Disorder,,,,,DRUG: Divalproex Sodium (DepakoteÂ® Sprinkle Capsules),,,,,"Pediatric Epilepsy & Neurology Specialist, Tampa, Florida, 33607, United States","Rainbow Babies Children's Hospital, Cleveland, Ohio, 44106, United States","University Hospital of Cleveland, Cleveland, Ohio, United States",Laura Redden,,,,
Epilepsy,NCT03949478,Treating Postictal Symptoms Using Ibuprofen and Nifedipine,https://clinicaltrials.gov/study/NCT03949478,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,Epilepsy,"Epilepsies, Partial",,,,DRUG: Ibuprofen,DRUG: Nifedipine,DRUG: Placebo,,,"Foothills Medical Centre, Calgary, Alberta, T2N T29, Canada","South Health Campus, Calgary, Alberta, T3M 1M4, Canada",,Paolo Federico,,,,
Epilepsy,NCT04291716,Study to Validate Novel Seizure-Detection Algorithm,https://clinicaltrials.gov/study/NCT04291716,NO,ALL,"ADULT, OLDER_ADULT",,"Seizures, Motor",Seizures,Seizure Disorder,Epilepsy,Epileptic Seizures,DEVICE: Motor Seizure Detection Algorithm (mSDA),,,,,"Covenant Hospital and Covenant Medical Group, Lubbock, Texas, 79410, United States",,,Haytham Elgammal,Subha Sarcar,,,
Epilepsy,NCT00050934,Pediatric Epilepsy Study,https://clinicaltrials.gov/study/NCT00050934,NO,ALL,CHILD,PHASE3,Epilepsy,"Epilepsies, Partial",,,,DRUG: oxcarbazepine,,,,,"Birmingham, Alabama, 35233, United States","Mobile, Alabama, 36693, United States","Los Angeles, California, 90027, United States",Novartis Pharmaceuticals,,,,
Epilepsy,NCT01657084,Stopping and Preventing Epileptic Seizures Using a Partial Rebreathing Mask,https://clinicaltrials.gov/study/NCT01657084,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,,,,,DEVICE: CDA Mask,DEVICE: Dummy mask,,,,"Aarhus University Hospital, Aarhus, 8000, Denmark","The Epilepsy Hospital Filadelfia, Dianalund, Denmark",,Jakob Christensen,,,,
Epilepsy,NCT06366009,Assessment of Patients With Drug-resistant Temporal Lobe Epilepsy With EEG Extended With Intra-auricular Electrodes,https://clinicaltrials.gov/study/NCT06366009,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,Focal Epilepsy,Drug Resistant Epilepsy,,,DEVICE: NaoX in-ear EEG system,,,,,"Kliniki Neurochirurgii CSK UCK WUM, Warsaw, Poland",,,,,,,
Epilepsy,NCT03643016,Improving EPilepsy Surgery Management and progNOsis Using Virtual Epileptic Patient Software (VEP),https://clinicaltrials.gov/study/NCT03643016,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,,,,,OTHER: Surgical strategy based on a software,,,,,"Assistance Publique Hopitaux de Marseille, Marseille, 13354, France",,,,,,,
Epilepsy,NCT04649008,Localizing Epileptic Networks Using MRI and iEEG,https://clinicaltrials.gov/study/NCT04649008,NO,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,Epilepsy,Epilepsy Intractable,"Epilepsy, Temporal Lobe",,,DIAGNOSTIC_TEST: 3T Magnetic Resonance Imaging,DIAGNOSTIC_TEST: Intracranial electroencephalography recordings,DIAGNOSTIC_TEST: 7T Magnetic Resonance Imaging,,,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",,,Kathryn A Davis,,,,
Epilepsy,NCT03551431,Comparison of Efficacy Between Suggestion Method During Video EEG Recording by Verbal Suggestion in Isolation and Verbal Suggestion Along With Cotton Swab or Tuning Fork for Inducing the Paroxysmal Event in Children Aged 5 to 18 Years With Suspected Psychogenic Nonepileptic Events,https://clinicaltrials.gov/study/NCT03551431,NO,ALL,"CHILD, ADULT",,"EEG, Psychogenic Non Epileptic Events",,,,,DIAGNOSTIC_TEST: Video EEG with verbal suggestion,,,,,,,,,,,,
Epilepsy,NCT01311440,Modified Atkins Diet Treatment for Adults With Drug-resistant Epilepsy,https://clinicaltrials.gov/study/NCT01311440,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,Focal Epilepsy,Generalized Epilepsy,,,OTHER: Modified Atkins diet treatment,,,,,"Oslo University Hospital, The national Centre for epilepsy, Sandvika, BÃ¦rum Postterminal, 1306, Norway",,,Karl Otto Nakken,,,,
Epilepsy,NCT05844696,Electrical Neuromodulation for Focal Epilepsy,https://clinicaltrials.gov/study/NCT05844696,NO,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Epilepsy,,,,,DEVICE: Soterix MXN-5 HD-tES Model 5005A. Medtronic Percept DBS platform.,,,,,,,,,,,,
Epilepsy,NCT03403907,The Effect of Probiotic Supplementation in Drug-resistant Epilepsy Patients,https://clinicaltrials.gov/study/NCT03403907,NO,ALL,"ADULT, OLDER_ADULT",,Epilepsy,Epilepsy Intractable,,,,OTHER: Probiotic,,,,,,,,MarÃ­a GÃ³mez EguÃ­laz,,,,
Epilepsy,NCT05285059,Implicit Learning in Epileptic Children,https://clinicaltrials.gov/study/NCT05285059,NO,ALL,CHILD,,Epilepsy,,,,,BEHAVIORAL: ASRT task,,,,,"Agathe Marcastel, PhD, Bron, 69675, France","Dezso Nemeth, Bron, 69675, France","Service d'Epileptologie Clinique, des Troubles du sommeil et de Neurologie fonctionnelle de l'enfant, Ã HÃ´pital Femme MÃ¨re et Enfant,, Bron, France",Marcastel Agathe,,,,
Epilepsy,NCT03013348,Automated Identification of Psychogenic Nonepileptic Seizures,https://clinicaltrials.gov/study/NCT03013348,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,"Convulsion, Non-Epileptic",,,,,DEVICE: Brain Sentinel's sEMG Post-processing algorithm,,,,,,,,Jonathan Halford,,,,
Epilepsy,NCT04158531,REC2Stim as a Treatment for Refractory Epilepsy in the Primary Sensorimotor Cortex.,https://clinicaltrials.gov/study/NCT04158531,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epileptic Seizure,Epilepsy Intractable,Motor Seizure,,,DEVICE: ECoG sensing and stimulation,,,,,"University Medical Center Utrecht, Utrecht, 3584 CX, Netherlands",,,Frans Leijten,,,,
Epilepsy,NCT04607317,Exercise as Adjunctive Treatment for Refractory Epilepsy,https://clinicaltrials.gov/study/NCT04607317,NO,ALL,"ADULT, OLDER_ADULT",,Refractory Epilepsy,Epilepsy,,,,BEHAVIORAL: Exercise program,BEHAVIORAL: Health Coach,BEHAVIORAL: Health Information,,,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States",,,Halley Alexander,,,,
Epilepsy,NCT00282854,Genetics of Rolandic Epilepsy,https://clinicaltrials.gov/study/NCT00282854,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Epilepsy,,,,,,,,,,"Mailman School of Public Health, Columbia University Medical Center, 722 West 168th St, 6th Floor, New York, New York, 10032, United States",,,Deb K. Pal,,,,
Epilepsy,NCT00236730,A Study of the Efficacy and Safety of Topiramate in the Treatment of Patients With Difficult to Control Epilepsy,https://clinicaltrials.gov/study/NCT00236730,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Epilepsy,"Epilepsies, Partial",Seizures,,,DRUG: topiramate,,,,,,,,Johnson & Johnson Pharmaceutical Research & Development,,,,
